,feature,median,fold0,fold1,fold2,fold3,fold4
37,abs_iqr,0.0,0.0,0.0,0.0,0.0,0.0
84,Istd,0.0,0.0,87.77629852294922,0.0,0.0,79.27300262451172
67,skew_first_50000,0.0,0.0,0.0,229.23610305786133,0.0,0.0
73,median_first_10000,0.0,0.0,120.5719985961914,0.0,145.4380989074707,0.0
74,median_last_10000,0.0,0.0,0.0,41.625999450683594,0.0,46.878501892089844
6,kurtosis,0.0,0.0,0.0,0.0,239.28360748291016,0.0
59,mad_first_50000,0.0,0.0,0.0,0.0,0.0,0.0
26,q05,0.0,0.0,0.0,106.2854995727539,0.0,0.0
77,mean_change_rate_first_10000,0.0,0.0,0.0,119.66699981689453,0.0,0.0
35,abs_q01,0.0,0.0,0.0,187.95960235595703,57.31050109863281,0.0
63,kurtosis_first_50000,0.0,0.0,102.30599975585938,0.0,0.0,0.0
179,abs_max_roll_std_1000,0.0,0.0,0.0,0.0,0.0,144.6504020690918
75,mean_change_rate_first_50000,0.0,0.0,133.89500427246094,0.0,0.0,0.0
180,ave_roll_mean_1000,0.0,0.0,74.61000061035156,0.0,387.70849609375,0.0
122,MA_1000MA_std_mean,0.0,0.0,0.0,0.0,0.0,0.0
34,abs_q05,0.0,0.0,0.0,0.0,0.0,514.35302734375
136,ave_roll_mean_10,0.0,0.0,0.0,0.0,0.0,0.0
90,Rstd_last_15000,0.0,0.0,0.0,0.0,0.0,0.0
92,Rmax_last_15000,0.0,0.0,0.0,0.0,0.0,0.0
78,mean_change_rate_last_10000,0.0,0.0,0.0,0.0,0.0,0.0
14,abs_sum,0.0,0.0,191.93069458007812,0.0,76.00640106201172,0.0
94,Rmin_last_15000,0.0,0.0,218.34960174560547,0.0,0.0,134.60840225219727
91,Rmax_last_5000,0.0,0.0,0.0,199.67210006713867,0.0,0.0
107,classic_sta_lta3_mean,0.0,0.0,0.0,0.0,0.0,214.32430267333984
13,abs_min,0.0,0.0,0.0,0.0,0.0,128.968994140625
60,mad_last_50000,0.0,0.0,230.8719940185547,0.0,77.98370361328125,0.0
87,Rmean_last_5000,0.0,0.0,274.20001220703125,0.0,185.0113983154297,0.0
53,min_first_10000,0.0,0.0,4346.071990966797,0.0,151.14350128173828,0.0
106,classic_sta_lta2_mean,0.0,0.0,0.0,0.0,0.0,424.4508934020996
105,classic_sta_lta1_mean,0.0,0.0,0.0,0.0,47.0974006652832,0.0
98,Istd_last_15000,0.0,0.0,0.0,0.0,4130.90251159668,62.79520034790039
57,sum_first_10000,0.0,0.0,0.0,33.691001892089844,0.0,0.0
58,sum_last_10000,0.0,0.0,0.0,67.81510162353516,0.0,0.0
18,abs_median,0.0,0.0,85.42169952392578,0.0,193.96800231933594,0.0
25,q95,0.0,0.0,0.0,0.0,0.0,0.0
55,sum_first_50000,0.0,0.0,0.0,138.22990036010742,57.72809982299805,0.0
85,Imax,0.0,0.0,0.0,47.799198150634766,0.0,0.0
190,abs_max_roll_mean_1000,0.0,0.0,0.0,0.0,0.0,0.0
